model_name,auc,auprc,f1,precision,recall,loss
gcn_rdkit_desc_vs_cnn,0.891233715208795,0.8916886643493683,0.8091031325354757,0.8052465108048926,0.8129968736042876,0.4427337114783851
fp_chembert_rdkit_desc_vs_cnn,0.88361175258169,0.884534994939528,0.7872382898275032,0.8301181248607018,0.7485707905314872,0.6600543191148476
fp_rdkit_desc_vs_cnn,0.8821611528040847,0.881911358109917,0.7873280885439261,0.8288119276245958,0.7497990174184904,0.6420618563213132
gcn_chembert_rdkit_desc_vs_cnn,0.882080772483571,0.8823903011000152,0.7990283758418902,0.7902162044114436,0.8080393032603841,0.48525493524291297
fp_gcn_chembert_rdkit_desc_vs_cnn,0.8816234025620302,0.8802558829766699,0.7960704839762306,0.8168425009986137,0.776328718177758,0.633549179373817
fp_gcn_rdkit_desc_vs_cnn,0.8805754887919421,0.8805570415583119,0.7928915233598695,0.8164226065151049,0.7706788744975436,0.5842591178688136
chembert_rdkit_desc_vs_cnn,0.8580793931527971,0.85773227579244,0.7757333891896063,0.7660301770123451,0.7856855739169272,0.5258756562728774
rdkit_desc_vs_cnn,0.800084926617291,0.7979360495149341,0.691752764183433,0.7537327188940092,0.6391916033943725,0.54010885682973
